Year,State,Food-at-home per capita sales without taxes and tips (nominal U.S. dollars),Food-away-from-home per capita sales without taxes and tips (nominal U.S. dollars),Total food per capita sales without taxes and tips (nominal U.S. dollars),Food-at-home per capita sales without taxes and tips (constant U.S. dollars (1988=100)),Food-away-from-home per capita sales without taxes and tips (constant U.S. dollars (1988=100)),Total food per capita sales without taxes and tips (constant U.S. dollars (1988=100))
1997,Alabama," 1,237.56 ", 860.34 ," 2,097.90 ", 920.40 , 660.64 ," 1,581.04 "
1998,Alabama," 1,263.70 ", 923.23 ," 2,186.93 ", 926.13 , 690.73 ," 1,616.86 "
1999,Alabama," 1,312.83 ", 973.54 ," 2,286.37 ", 947.11 , 710.98 ," 1,658.09 "
2000,Alabama," 1,333.11 ", 995.83 ," 2,328.94 ", 936.58 , 711.14 ," 1,647.72 "
2001,Alabama," 1,376.06 "," 1,043.00 "," 2,419.06 ", 939.88 , 725.36 ," 1,665.24 "
2002,Alabama," 1,401.09 "," 1,092.89 "," 2,493.98 ", 944.69 , 743.16 ," 1,687.85 "
2003,Alabama," 1,481.52 "," 1,170.81 "," 2,652.33 ", 977.80 , 777.58 ," 1,755.38 "
2004,Alabama," 1,559.10 "," 1,246.20 "," 2,805.30 ", 989.97 , 802.82 ," 1,792.79 "
2005,Alabama," 1,652.72 "," 1,318.44 "," 2,971.16 "," 1,028.50 ", 825.46 ," 1,853.96 "
2006,Alabama," 1,662.83 "," 1,390.56 "," 3,053.39 "," 1,015.10 ", 844.69 ," 1,859.79 "
2007,Alabama," 1,743.35 "," 1,453.31 "," 3,196.66 "," 1,021.41 ", 853.64 ," 1,875.05 "
2008,Alabama," 1,800.24 "," 1,485.34 "," 3,285.58 ", 988.30 , 834.07 ," 1,822.37 "
2009,Alabama," 1,734.52 "," 1,468.08 "," 3,202.60 ", 945.02 , 795.50 ," 1,740.52 "
2010,Alabama," 1,776.95 "," 1,500.51 "," 3,277.46 ", 962.47 , 802.84 ," 1,765.31 "
2011,Alabama," 1,847.98 "," 1,561.10 "," 3,409.08 ", 952.21 , 817.08 ," 1,769.29 "
2012,Alabama," 1,860.28 "," 1,632.00 "," 3,492.28 ", 933.33 , 831.31 ," 1,764.64 "
2013,Alabama," 1,882.29 "," 1,716.90 "," 3,599.19 ", 933.28 , 854.93 ," 1,788.21 "
2014,Alabama," 1,973.15 "," 1,831.60 "," 3,804.75 ", 955.05 , 891.07 ," 1,846.12 "
2015,Alabama," 2,012.81 "," 1,979.67 "," 3,992.48 ", 964.30 , 934.58 ," 1,898.88 "
2016,Alabama," 2,031.66 "," 2,105.26 "," 4,136.92 ", 987.35 , 974.40 ," 1,961.75 "
2017,Alabama," 2,106.04 "," 2,215.88 "," 4,321.92 "," 1,025.78 "," 1,005.35 "," 2,031.13 "
2018,Alabama," 2,167.10 "," 2,313.59 "," 4,480.69 "," 1,052.37 "," 1,027.99 "," 2,080.36 "
2019,Alabama," 2,232.06 "," 2,417.26 "," 4,649.32 "," 1,076.51 "," 1,042.02 "," 2,118.53 "
2020,Alabama," 2,316.07 "," 2,185.87 "," 4,501.94 "," 1,079.06 ", 917.23 ," 1,996.29 "
2021,Alabama," 2,479.19 "," 2,655.54 "," 5,134.73 "," 1,116.70 "," 1,072.82 "," 2,189.52 "
2022,Alabama," 2,783.67 "," 2,847.41 "," 5,631.08 "," 1,125.75 "," 1,067.39 "," 2,193.14 "
2023,Alabama," 2,804.84 "," 2,972.79 "," 5,777.63 "," 1,076.77 "," 1,040.38 "," 2,117.15 "
2024,Alabama," 2,839.66 "," 3,007.45 "," 5,847.11 "," 1,076.74 "," 1,013.14 "," 2,089.88 "
1997,Alaska," 1,649.41 "," 1,254.17 "," 2,903.58 "," 1,179.31 ", 978.82 ," 2,158.13 "
1998,Alaska," 1,718.30 "," 1,296.74 "," 3,015.04 "," 1,191.95 ", 985.72 ," 2,177.67 "
1999,Alaska," 1,843.36 "," 1,350.16 "," 3,193.52 "," 1,253.31 "," 1,004.66 "," 2,257.97 "
2000,Alaska," 1,898.97 "," 1,443.14 "," 3,342.11 "," 1,265.26 "," 1,050.35 "," 2,315.61 "
2001,Alaska," 1,971.71 "," 1,474.30 "," 3,446.01 "," 1,261.03 "," 1,040.17 "," 2,301.20 "
2002,Alaska," 1,985.81 "," 1,528.46 "," 3,514.27 "," 1,246.75 "," 1,043.95 "," 2,290.70 "
2003,Alaska," 2,068.06 "," 1,612.23 "," 3,680.29 "," 1,264.30 "," 1,080.23 "," 2,344.53 "
2004,Alaska," 2,216.51 "," 1,663.29 "," 3,879.80 "," 1,306.34 "," 1,081.18 "," 2,387.52 "
2005,Alaska," 2,363.24 "," 1,731.60 "," 4,094.84 "," 1,380.24 "," 1,086.67 "," 2,466.91 "
2006,Alaska," 2,438.51 "," 1,802.39 "," 4,240.90 "," 1,407.25 "," 1,098.86 "," 2,506.11 "
2007,Alaska," 2,548.06 "," 1,870.27 "," 4,418.33 "," 1,404.35 "," 1,100.79 "," 2,505.14 "
2008,Alaska," 2,626.67 "," 1,897.48 "," 4,524.15 "," 1,363.55 "," 1,075.88 "," 2,439.43 "
2009,Alaska," 2,564.35 "," 1,853.96 "," 4,418.31 "," 1,340.96 "," 1,019.44 "," 2,360.40 "
2010,Alaska," 2,593.58 "," 1,869.45 "," 4,463.03 "," 1,364.44 "," 1,016.04 "," 2,380.48 "
2011,Alaska," 2,609.30 "," 1,964.99 "," 4,574.29 "," 1,308.75 "," 1,044.52 "," 2,353.27 "
2012,Alaska," 2,594.86 "," 2,022.83 "," 4,617.69 "," 1,278.45 "," 1,043.34 "," 2,321.79 "
2013,Alaska," 2,647.54 "," 2,080.95 "," 4,728.49 "," 1,292.83 "," 1,051.18 "," 2,344.01 "
2014,Alaska," 2,742.75 "," 2,191.74 "," 4,934.49 "," 1,302.94 "," 1,080.45 "," 2,383.39 "
2015,Alaska," 2,775.09 "," 2,386.40 "," 5,161.49 "," 1,296.57 "," 1,143.54 "," 2,440.11 "
2016,Alaska," 2,756.03 "," 2,482.04 "," 5,238.07 "," 1,302.62 "," 1,151.57 "," 2,454.19 "
2017,Alaska," 3,086.56 "," 2,592.89 "," 5,679.45 "," 1,463.37 "," 1,164.82 "," 2,628.19 "
2018,Alaska," 3,130.91 "," 2,695.59 "," 5,826.50 "," 1,477.94 "," 1,171.06 "," 2,649.00 "
2019,Alaska," 3,227.03 "," 2,818.24 "," 6,045.27 "," 1,500.45 "," 1,182.31 "," 2,682.76 "
2020,Alaska," 3,312.67 "," 2,445.70 "," 5,758.37 "," 1,481.20 ", 981.08 ," 2,462.28 "
2021,Alaska," 3,429.24 "," 3,006.71 "," 6,435.95 "," 1,469.24 "," 1,150.05 "," 2,619.29 "
2022,Alaska," 3,772.46 "," 3,419.88 "," 7,192.34 "," 1,450.84 "," 1,219.26 "," 2,670.10 "
2023,Alaska," 3,758.80 "," 3,618.63 "," 7,377.43 "," 1,381.64 "," 1,200.66 "," 2,582.30 "
2024,Alaska," 3,745.79 "," 3,721.56 "," 7,467.35 "," 1,357.86 "," 1,180.24 "," 2,538.10 "
1997,Arizona," 1,347.51 "," 1,068.19 "," 2,415.70 ", 963.46 , 833.68 ," 1,797.14 "
1998,Arizona," 1,389.11 "," 1,115.64 "," 2,504.75 ", 963.60 , 848.06 ," 1,811.66 "
1999,Arizona," 1,482.92 "," 1,156.30 "," 2,639.22 "," 1,008.25 ", 860.40 ," 1,868.65 "
2000,Arizona," 1,457.23 "," 1,168.61 "," 2,625.84 ", 970.93 , 850.54 ," 1,821.47 "
2001,Arizona," 1,482.67 "," 1,186.13 "," 2,668.80 ", 948.26 , 836.86 ," 1,785.12 "
2002,Arizona," 1,505.97 "," 1,220.42 "," 2,726.39 ", 945.49 , 833.56 ," 1,779.05 "
2003,Arizona," 1,642.26 "," 1,266.62 "," 2,908.88 "," 1,003.99 ", 848.66 ," 1,852.65 "
2004,Arizona," 1,800.89 "," 1,343.83 "," 3,144.72 "," 1,061.39 ", 873.53 ," 1,934.92 "
2005,Arizona," 1,996.97 "," 1,423.98 "," 3,420.95 "," 1,166.32 ", 893.63 ," 2,059.95 "
2006,Arizona," 2,119.30 "," 1,493.17 "," 3,612.47 "," 1,223.04 ", 910.34 ," 2,133.38 "
2007,Arizona," 2,265.92 "," 1,538.74 "," 3,804.66 "," 1,248.85 ", 905.66 ," 2,154.51 "
2008,Arizona," 2,296.73 "," 1,545.65 "," 3,842.38 "," 1,192.28 ", 876.39 ," 2,068.67 "
2009,Arizona," 2,222.71 "," 1,504.21 "," 3,726.92 "," 1,162.31 ", 827.12 ," 1,989.43 "
2010,Arizona," 2,226.11 "," 1,533.38 "," 3,759.49 "," 1,171.12 ", 833.39 ," 2,004.51 "
2011,Arizona," 2,283.34 "," 1,614.85 "," 3,898.19 "," 1,145.26 ", 858.39 ," 2,003.65 "
2012,Arizona," 2,288.93 "," 1,676.62 "," 3,965.55 "," 1,127.72 ", 864.77 ," 1,992.49 "
2013,Arizona," 2,259.24 "," 1,772.40 "," 4,031.64 "," 1,103.21 ", 895.32 ," 1,998.53 "
2014,Arizona," 2,380.27 "," 1,894.56 "," 4,274.83 "," 1,130.75 ", 933.95 ," 2,064.70 "
2015,Arizona," 2,421.56 "," 2,055.38 "," 4,476.94 "," 1,131.40 ", 984.91 ," 2,116.31 "
2016,Arizona," 2,425.45 "," 2,172.42 "," 4,597.87 "," 1,146.37 "," 1,007.92 "," 2,154.29 "
2017,Arizona," 2,510.81 "," 2,313.01 "," 4,823.82 "," 1,190.41 "," 1,039.09 "," 2,229.50 "
2018,Arizona," 2,507.21 "," 2,394.83 "," 4,902.04 "," 1,183.52 "," 1,040.40 "," 2,223.92 "
2019,Arizona," 2,526.88 "," 2,479.49 "," 5,006.37 "," 1,174.90 "," 1,040.19 "," 2,215.09 "
2020,Arizona," 2,849.08 "," 2,364.50 "," 5,213.58 "," 1,273.91 ", 948.50 ," 2,222.41 "
2021,Arizona," 3,007.70 "," 2,890.38 "," 5,898.08 "," 1,288.64 "," 1,105.55 "," 2,394.19 "
2022,Arizona," 3,239.54 "," 3,241.83 "," 6,481.37 "," 1,245.88 "," 1,155.78 "," 2,401.66 "
2023,Arizona," 3,313.40 "," 3,434.30 "," 6,747.70 "," 1,217.92 "," 1,139.50 "," 2,357.42 "
2024,Arizona," 3,384.79 "," 3,528.64 "," 6,913.43 "," 1,227.00 "," 1,119.06 "," 2,346.06 "
1997,Arkansas," 1,084.29 ", 849.65 ," 1,933.94 ", 806.41 , 652.43 ," 1,458.84 "
1998,Arkansas," 1,122.79 ", 871.16 ," 1,993.95 ", 822.86 , 651.77 ," 1,474.63 "
1999,Arkansas," 1,228.85 ", 897.80 ," 2,126.65 ", 886.53 , 655.67 ," 1,542.20 "
2000,Arkansas," 1,242.95 ", 921.84 ," 2,164.79 ", 873.24 , 658.30 ," 1,531.54 "
2001,Arkansas," 1,321.05 ", 960.06 ," 2,281.11 ", 902.31 , 667.68 ," 1,569.99 "
2002,Arkansas," 1,359.63 ", 989.94 ," 2,349.57 ", 916.74 , 673.16 ," 1,589.90 "
2003,Arkansas," 1,412.59 "," 1,031.12 "," 2,443.71 ", 932.31 , 684.81 ," 1,617.12 "
2004,Arkansas," 1,519.30 "," 1,098.78 "," 2,618.08 ", 964.70 , 707.85 ," 1,672.55 "
2005,Arkansas," 1,602.65 "," 1,164.83 "," 2,767.48 ", 997.34 , 729.29 ," 1,726.63 "
2006,Arkansas," 1,657.77 "," 1,231.65 "," 2,889.42 "," 1,012.01 ", 748.16 ," 1,760.17 "
2007,Arkansas," 1,713.10 "," 1,272.88 "," 2,985.98 "," 1,003.69 ", 747.67 ," 1,751.36 "
2008,Arkansas," 1,789.72 "," 1,324.44 "," 3,114.16 ", 982.52 , 743.72 ," 1,726.24 "
2009,Arkansas," 1,761.32 "," 1,348.04 "," 3,109.36 ", 959.62 , 730.45 ," 1,690.07 "
2010,Arkansas," 1,803.47 "," 1,370.88 "," 3,174.35 ", 976.83 , 733.48 ," 1,710.31 "
2011,Arkansas," 1,883.47 "," 1,422.65 "," 3,306.12 ", 970.49 , 744.62 ," 1,715.11 "
2012,Arkansas," 1,923.72 "," 1,484.18 "," 3,407.90 ", 965.16 , 756.02 ," 1,721.18 "
2013,Arkansas," 1,949.31 "," 1,537.22 "," 3,486.53 ", 966.51 , 765.47 ," 1,731.98 "
2014,Arkansas," 2,070.29 "," 1,631.20 "," 3,701.49 "," 1,002.07 ", 793.57 ," 1,795.64 "
2015,Arkansas," 2,164.78 "," 1,785.44 "," 3,950.22 "," 1,037.10 ", 842.89 ," 1,879.99 "
2016,Arkansas," 2,177.93 "," 1,889.77 "," 4,067.70 "," 1,058.44 ", 874.66 ," 1,933.10 "
2017,Arkansas," 2,331.90 "," 1,984.59 "," 4,316.49 "," 1,135.79 ", 900.42 ," 2,036.21 "
2018,Arkansas," 2,371.39 "," 2,067.55 "," 4,438.94 "," 1,151.58 ", 918.67 ," 2,070.25 "
2019,Arkansas," 2,388.51 "," 2,160.23 "," 4,548.74 "," 1,151.96 ", 931.22 ," 2,083.18 "
2020,Arkansas," 2,586.84 "," 2,089.11 "," 4,675.95 "," 1,205.21 ", 876.63 ," 2,081.84 "
2021,Arkansas," 2,772.62 "," 2,516.57 "," 5,289.19 "," 1,248.87 "," 1,016.68 "," 2,265.55 "
2022,Arkansas," 3,159.60 "," 2,764.69 "," 5,924.29 "," 1,277.78 "," 1,036.38 "," 2,314.16 "
2023,Arkansas," 3,228.51 "," 2,877.36 "," 6,105.87 "," 1,239.41 "," 1,006.98 "," 2,246.39 "
2024,Arkansas," 3,310.39 "," 2,923.68 "," 6,234.07 "," 1,255.23 ", 984.93 ," 2,240.16 "
1997,California," 1,251.43 "," 1,078.18 "," 2,329.61 ", 894.76 , 841.47 ," 1,736.23 "
1998,California," 1,244.15 "," 1,124.44 "," 2,368.59 ", 863.05 , 854.74 ," 1,717.79 "
1999,California," 1,291.72 "," 1,170.91 "," 2,462.63 ", 878.25 , 871.27 ," 1,749.52 "
2000,California," 1,291.42 "," 1,233.57 "," 2,524.99 ", 860.45 , 897.82 ," 1,758.27 "
2001,California," 1,363.72 "," 1,278.49 "," 2,642.21 ", 872.18 , 902.02 ," 1,774.20 "
2002,California," 1,404.51 "," 1,322.59 "," 2,727.10 ", 881.79 , 903.34 ," 1,785.13 "
2003,California," 1,496.50 "," 1,385.43 "," 2,881.93 ", 914.88 , 928.27 ," 1,843.15 "
2004,California," 1,561.96 "," 1,471.28 "," 3,033.24 ", 920.57 , 956.37 ," 1,876.94 "
2005,California," 1,649.77 "," 1,552.47 "," 3,202.24 ", 963.54 , 974.26 ," 1,937.80 "
2006,California," 1,730.43 "," 1,656.98 "," 3,387.41 ", 998.62 ," 1,010.21 "," 2,008.83 "
2007,California," 1,825.15 "," 1,734.17 "," 3,559.32 "," 1,005.92 "," 1,020.69 "," 2,026.61 "
2008,California," 1,875.52 "," 1,771.32 "," 3,646.84 ", 973.62 ," 1,004.35 "," 1,977.97 "
2009,California," 1,833.20 "," 1,724.66 "," 3,557.86 ", 958.63 , 948.34 ," 1,906.97 "
2010,California," 1,862.39 "," 1,763.43 "," 3,625.82 ", 979.77 , 958.42 ," 1,938.19 "
2011,California," 1,981.87 "," 1,853.42 "," 3,835.29 ", 994.05 , 985.21 ," 1,979.26 "
2012,California," 2,034.03 "," 1,949.34 "," 3,983.37 "," 1,002.13 "," 1,005.44 "," 2,007.57 "
2013,California," 2,099.45 "," 2,086.31 "," 4,185.76 "," 1,025.19 "," 1,053.89 "," 2,079.08 "
2014,California," 2,176.85 "," 2,268.44 "," 4,445.29 "," 1,034.11 "," 1,118.26 "," 2,152.37 "
2015,California," 2,200.13 "," 2,472.98 "," 4,673.11 "," 1,027.94 "," 1,185.02 "," 2,212.96 "
2016,California," 2,220.97 "," 2,636.57 "," 4,857.54 "," 1,049.73 "," 1,223.27 "," 2,273.00 "
2017,California," 2,216.16 "," 2,820.75 "," 5,036.91 "," 1,050.71 "," 1,267.18 "," 2,317.89 "
2018,California," 2,307.06 "," 2,976.29 "," 5,283.35 "," 1,089.04 "," 1,293.01 "," 2,382.05 "
2019,California," 2,374.54 "," 3,121.10 "," 5,495.64 "," 1,104.07 "," 1,309.36 "," 2,413.43 "
2020,California," 2,578.81 "," 2,623.62 "," 5,202.43 "," 1,153.07 "," 1,052.45 "," 2,205.52 "
2021,California," 2,748.32 "," 3,298.87 "," 6,047.19 "," 1,177.50 "," 1,261.80 "," 2,439.30 "
2022,California," 2,989.63 "," 3,915.42 "," 6,905.05 "," 1,149.77 "," 1,395.94 "," 2,545.71 "
2023,California," 3,068.13 "," 4,500.75 "," 7,568.88 "," 1,127.77 "," 1,493.35 "," 2,621.12 "
2024,California," 3,140.56 "," 4,812.35 "," 7,952.91 "," 1,138.46 "," 1,526.17 "," 2,664.63 "
1997,Colorado," 1,471.98 "," 1,246.10 "," 2,718.08 "," 1,052.44 ", 972.52 ," 2,024.96 "
1998,Colorado," 1,538.40 "," 1,295.35 "," 2,833.75 "," 1,067.16 ", 984.67 ," 2,051.83 "
1999,Colorado," 1,619.86 "," 1,345.19 "," 2,965.05 "," 1,101.35 "," 1,000.96 "," 2,102.31 "
2000,Colorado," 1,588.98 "," 1,370.49 "," 2,959.47 "," 1,058.71 ", 997.47 ," 2,056.18 "
2001,Colorado," 1,652.68 "," 1,402.90 "," 3,055.58 "," 1,056.99 ", 989.80 ," 2,046.79 "
2002,Colorado," 1,650.19 "," 1,437.98 "," 3,088.17 "," 1,036.04 ", 982.15 ," 2,018.19 "
2003,Colorado," 1,711.63 "," 1,485.48 "," 3,197.11 "," 1,046.40 ", 995.30 ," 2,041.70 "
2004,Colorado," 1,820.41 "," 1,575.49 "," 3,395.90 "," 1,072.89 "," 1,024.11 "," 2,097.00 "
2005,Colorado," 1,978.81 "," 1,655.77 "," 3,634.58 "," 1,155.71 "," 1,039.08 "," 2,194.79 "
2006,Colorado," 2,035.37 "," 1,744.57 "," 3,779.94 "," 1,174.60 "," 1,063.61 "," 2,238.21 "
2007,Colorado," 2,149.49 "," 1,808.88 "," 3,958.37 "," 1,184.68 "," 1,064.66 "," 2,249.34 "
2008,Colorado," 2,241.23 "," 1,839.22 "," 4,080.45 "," 1,163.47 "," 1,042.84 "," 2,206.31 "
2009,Colorado," 2,153.29 "," 1,782.38 "," 3,935.67 "," 1,126.01 ", 980.08 ," 2,106.09 "
2010,Colorado," 2,202.48 "," 1,817.37 "," 4,019.85 "," 1,158.69 ", 987.73 ," 2,146.42 "
2011,Colorado," 2,264.76 "," 1,921.65 "," 4,186.41 "," 1,135.94 "," 1,021.48 "," 2,157.42 "
2012,Colorado," 2,316.64 "," 1,996.87 "," 4,313.51 "," 1,141.37 "," 1,029.95 "," 2,171.32 "
2013,Colorado," 2,351.15 "," 2,117.16 "," 4,468.31 "," 1,148.10 "," 1,069.47 "," 2,217.57 "
2014,Colorado," 2,410.08 "," 2,266.68 "," 4,676.76 "," 1,144.91 "," 1,117.39 "," 2,262.30 "
2015,Colorado," 2,440.99 "," 2,461.04 "," 4,902.03 "," 1,140.48 "," 1,179.30 "," 2,319.78 "
2016,Colorado," 2,479.73 "," 2,597.66 "," 5,077.39 "," 1,172.03 "," 1,205.22 "," 2,377.25 "
2017,Colorado," 2,570.75 "," 2,751.57 "," 5,322.32 "," 1,218.82 "," 1,236.11 "," 2,454.93 "
2018,Colorado," 2,613.64 "," 2,848.53 "," 5,462.17 "," 1,233.76 "," 1,237.50 "," 2,471.26 "
2019,Colorado," 2,694.12 "," 2,948.34 "," 5,642.46 "," 1,252.67 "," 1,236.89 "," 2,489.56 "
2020,Colorado," 2,933.14 "," 2,610.88 "," 5,544.02 "," 1,311.50 "," 1,047.34 "," 2,358.84 "
2021,Colorado," 3,047.71 "," 3,300.57 "," 6,348.28 "," 1,305.78 "," 1,262.45 "," 2,568.23 "
2022,Colorado," 3,311.08 "," 3,758.87 "," 7,069.95 "," 1,273.40 "," 1,340.12 "," 2,613.52 "
2023,Colorado," 3,296.25 "," 4,041.03 "," 7,337.28 "," 1,211.62 "," 1,340.81 "," 2,552.43 "
2024,Colorado," 3,283.40 "," 4,186.57 "," 7,469.97 "," 1,190.24 "," 1,327.71 "," 2,517.95 "
1997,Connecticut," 1,674.18 "," 1,058.91 "," 2,733.09 "," 1,235.90 ", 838.63 ," 2,074.53 "
1998,Connecticut," 1,682.94 "," 1,089.29 "," 2,772.23 "," 1,224.14 ", 841.60 ," 2,065.74 "
1999,Connecticut," 1,744.77 "," 1,142.17 "," 2,886.94 "," 1,242.54 ", 857.82 ," 2,100.36 "
2000,Connecticut," 1,673.45 "," 1,166.64 "," 2,840.09 "," 1,172.80 ", 857.85 ," 2,030.65 "
2001,Connecticut," 1,714.34 "," 1,204.48 "," 2,918.82 "," 1,164.42 ", 860.15 ," 2,024.57 "
2002,Connecticut," 1,728.95 "," 1,268.15 "," 2,997.10 "," 1,161.74 ", 883.65 ," 2,045.39 "
2003,Connecticut," 1,712.32 "," 1,321.66 "," 3,033.98 "," 1,125.16 ", 902.04 ," 2,027.20 "
2004,Connecticut," 1,785.91 "," 1,402.69 "," 3,188.60 "," 1,123.87 ", 932.18 ," 2,056.05 "
2005,Connecticut," 1,814.71 "," 1,471.42 "," 3,286.13 "," 1,112.57 ", 950.86 ," 2,063.43 "
2006,Connecticut," 1,879.72 "," 1,556.16 "," 3,435.88 "," 1,126.88 ", 970.39 ," 2,097.27 "
2007,Connecticut," 1,944.84 "," 1,640.39 "," 3,585.23 "," 1,122.12 ", 981.50 ," 2,103.62 "
2008,Connecticut," 1,984.38 "," 1,693.34 "," 3,677.72 "," 1,078.13 ", 969.64 ," 2,047.77 "
2009,Connecticut," 1,932.79 "," 1,655.66 "," 3,588.45 "," 1,039.83 ", 916.83 ," 1,956.66 "
2010,Connecticut," 2,001.39 "," 1,683.30 "," 3,684.69 "," 1,066.65 ", 917.83 ," 1,984.48 "
2011,Connecticut," 2,122.40 "," 1,773.33 "," 3,895.73 "," 1,084.48 ", 943.75 ," 2,028.23 "
2012,Connecticut," 2,178.15 "," 1,865.12 "," 4,043.27 "," 1,083.28 ", 966.67 ," 2,049.95 "
2013,Connecticut," 2,192.90 "," 1,967.12 "," 4,160.02 "," 1,081.59 "," 1,002.64 "," 2,084.23 "
2014,Connecticut," 2,247.90 "," 2,091.40 "," 4,339.30 "," 1,090.10 "," 1,043.01 "," 2,133.11 "
2015,Connecticut," 2,224.66 "," 2,229.98 "," 4,454.64 "," 1,064.15 "," 1,086.85 "," 2,151.00 "
2016,Connecticut," 2,216.70 "," 2,344.42 "," 4,561.12 "," 1,074.72 "," 1,113.00 "," 2,187.72 "
2017,Connecticut," 2,210.38 "," 2,478.12 "," 4,688.50 "," 1,069.99 "," 1,149.42 "," 2,219.41 "
2018,Connecticut," 2,235.71 "," 2,601.81 "," 4,837.52 "," 1,069.07 "," 1,174.36 "," 2,243.43 "
2019,Connecticut," 2,268.15 "," 2,691.51 "," 4,959.66 "," 1,075.97 "," 1,180.98 "," 2,256.95 "
2020,Connecticut," 2,346.22 "," 2,275.34 "," 4,621.56 "," 1,076.13 ", 963.53 ," 2,039.66 "
2021,Connecticut," 2,485.22 "," 2,815.96 "," 5,301.18 "," 1,113.73 "," 1,138.25 "," 2,251.98 "
2022,Connecticut," 2,675.88 "," 3,250.15 "," 5,926.03 "," 1,088.95 "," 1,229.11 "," 2,318.06 "
2023,Connecticut," 2,670.04 "," 3,509.62 "," 6,179.66 "," 1,036.99 "," 1,241.94 "," 2,278.93 "
2024,Connecticut," 2,663.76 "," 3,613.30 "," 6,277.06 "," 1,025.29 "," 1,225.20 "," 2,250.49 "
1997,Delaware," 1,445.15 "," 1,299.96 "," 2,745.11 "," 1,074.79 ", 998.21 ," 2,073.00 "
1998,Delaware," 1,455.93 "," 1,329.67 "," 2,785.60 "," 1,067.01 ", 994.82 ," 2,061.83 "
1999,Delaware," 1,558.40 "," 1,349.87 "," 2,908.27 "," 1,124.27 ", 985.83 ," 2,110.10 "
2000,Delaware," 1,556.16 "," 1,377.55 "," 2,933.71 "," 1,093.29 ", 983.74 ," 2,077.03 "
2001,Delaware," 1,586.58 "," 1,410.11 "," 2,996.69 "," 1,083.68 ", 980.66 ," 2,064.34 "
2002,Delaware," 1,567.68 "," 1,442.90 "," 3,010.58 "," 1,057.01 ", 981.17 ," 2,038.18 "
2003,Delaware," 1,613.89 "," 1,498.47 "," 3,112.36 "," 1,065.17 ", 995.18 ," 2,060.35 "
2004,Delaware," 1,711.42 "," 1,598.77 "," 3,310.19 "," 1,086.69 "," 1,029.94 "," 2,116.63 "
2005,Delaware," 1,768.21 "," 1,661.27 "," 3,429.48 "," 1,100.37 "," 1,040.10 "," 2,140.47 "
2006,Delaware," 1,855.29 "," 1,707.96 "," 3,563.25 "," 1,132.59 "," 1,037.49 "," 2,170.08 "
2007,Delaware," 1,912.16 "," 1,754.79 "," 3,666.95 "," 1,120.32 "," 1,030.73 "," 2,151.05 "
2008,Delaware," 1,976.62 "," 1,789.49 "," 3,766.11 "," 1,085.12 "," 1,004.85 "," 2,089.97 "
2009,Delaware," 1,907.64 "," 1,789.61 "," 3,697.25 "," 1,039.34 ", 969.72 ," 2,009.06 "
2010,Delaware," 1,927.13 "," 1,839.98 "," 3,767.11 "," 1,043.82 ", 984.47 ," 2,028.29 "
2011,Delaware," 2,009.01 "," 1,922.19 "," 3,931.20 "," 1,035.18 "," 1,006.08 "," 2,041.26 "
2012,Delaware," 2,081.67 "," 1,984.59 "," 4,066.26 "," 1,044.40 "," 1,010.92 "," 2,055.32 "
2013,Delaware," 2,173.51 "," 2,082.03 "," 4,255.54 "," 1,077.67 "," 1,036.75 "," 2,114.42 "
2014,Delaware," 2,224.21 "," 2,166.75 "," 4,390.96 "," 1,076.57 "," 1,054.11 "," 2,130.68 "
2015,Delaware," 2,165.33 "," 2,375.98 "," 4,541.31 "," 1,037.37 "," 1,121.67 "," 2,159.04 "
2016,Delaware," 2,150.02 "," 2,492.86 "," 4,642.88 "," 1,044.88 "," 1,153.79 "," 2,198.67 "
2017,Delaware," 2,364.40 "," 2,613.97 "," 4,978.37 "," 1,151.62 "," 1,185.97 "," 2,337.59 "
2018,Delaware," 2,386.28 "," 2,744.36 "," 5,130.64 "," 1,158.81 "," 1,219.39 "," 2,378.20 "
2019,Delaware," 2,368.21 "," 2,840.35 "," 5,208.56 "," 1,142.18 "," 1,224.40 "," 2,366.58 "
2020,Delaware," 2,483.34 "," 2,455.62 "," 4,938.96 "," 1,156.99 "," 1,030.42 "," 2,187.41 "
2021,Delaware," 2,658.92 "," 3,077.72 "," 5,736.64 "," 1,197.66 "," 1,243.38 "," 2,441.04 "
2022,Delaware," 2,934.74 "," 3,488.28 "," 6,423.02 "," 1,186.84 "," 1,307.63 "," 2,494.47 "
2023,Delaware," 2,920.94 "," 3,696.04 "," 6,616.98 "," 1,121.34 "," 1,293.50 "," 2,414.84 "
2024,Delaware," 2,919.30 "," 3,807.72 "," 6,727.02 "," 1,106.94 "," 1,282.74 "," 2,389.68 "
1997,District of Columbia," 1,202.49 "," 2,846.88 "," 4,049.37 ", 894.32 ," 2,186.06 "," 3,080.38 "
1998,District of Columbia," 1,171.18 "," 2,948.47 "," 4,119.65 ", 858.32 ," 2,205.95 "," 3,064.27 "
1999,District of Columbia," 1,158.69 "," 3,055.72 "," 4,214.41 ", 835.90 ," 2,231.62 "," 3,067.52 "
2000,District of Columbia," 1,038.55 "," 3,174.20 "," 4,212.75 ", 729.64 ," 2,266.76 "," 2,996.40 "
2001,District of Columbia," 1,049.10 "," 3,073.32 "," 4,122.42 ", 716.56 ," 2,137.36 "," 2,853.92 "
